,Geneid,RI-BR1-21,RI-BR2-21,SI-BR1-21,SI-BR2-21
7908,gene:Minc3s00271g09099,1.0,2.0,5.0,14.0
7909,gene:Minc3s00271g09100,0.0,0.0,2.0,18.0
7910,gene:Minc3s00271g09101,0.0,0.0,0.0,1.0
7911,gene:Minc3s00271g09102,1.0,0.0,0.0,0.0
7912,gene:Minc3s10765g44349,0.0,0.0,0.0,2.0
7913,gene:Minc3s12041g45322,0.0,0.0,0.0,0.0
7914,gene:Minc3s11667g45056,0.0,0.0,0.0,0.0
7915,gene:Minc3s06571g40013,0.0,0.0,0.0,0.0
7916,gene:Minc3s06571g40014,0.0,0.0,0.0,0.0
7917,gene:Minc3s06571g40015,0.0,0.0,0.0,0.0
7918,gene:Minc3s10668g44258,0.0,1.0,0.0,4.0
7919,gene:Minc3s07083g40698,0.0,0.0,0.0,2.0
7920,gene:Minc3s02956g32203,0.0,2.0,0.0,13.0
7921,gene:Minc3s02956g32204,0.0,0.0,0.0,0.0
7922,gene:Minc3s02956g32205,0.0,0.0,0.0,1.0
7923,gene:Minc3s05347g38060,0.0,4.0,0.0,4.0
7924,gene:Minc3s05347g38061,0.0,0.0,0.0,0.0
7925,gene:Minc3s05347g38062,0.0,0.0,0.0,0.0
7926,gene:Minc3s05347g38063,0.0,0.0,0.0,0.0
7927,gene:Minc3s05347g38064,0.0,0.0,0.0,0.0
7928,gene:Minc3s06574g40017,0.0,0.0,0.0,0.0
7929,gene:Minc3s05366g38109,0.0,0.0,0.0,0.0
7930,gene:Minc3s05366g38110,0.0,0.0,0.0,0.0
7931,gene:Minc3s05261g37890,0.0,1.0,0.0,0.0
7932,gene:Minc3s05261g37891,0.0,0.0,0.0,0.0
7933,gene:Minc3s03770g34755,0.0,0.0,0.0,0.0
7934,gene:Minc3s03770g34756,0.0,0.0,0.0,0.0
7935,gene:Minc3s10537g44151,0.0,0.0,0.0,0.0
7936,gene:Minc3s01476g24128,0.0,0.0,0.0,29.0
7937,gene:Minc3s01476g24129,0.0,0.0,1.0,37.0
7938,gene:Minc3s01476g24130,0.0,0.0,0.0,0.0
7939,gene:Minc3s01476g24131,0.0,0.0,0.0,0.0
7940,gene:Minc3s01476g24132,0.0,0.0,0.0,0.0
7941,gene:Minc3s01476g24133,0.0,6.0,0.0,6.0
7942,gene:Minc3s01573g24817,0.0,0.0,0.0,0.0
7943,gene:Minc3s01573g24818,0.0,0.0,0.0,0.0
7944,gene:Minc3s01573g24819,0.0,0.0,0.0,0.0
7945,gene:Minc3s01573g24820,0.0,0.0,0.0,0.0
7946,gene:Minc3s01573g24821,0.0,2.0,0.0,0.0
7947,gene:Minc3s01573g24822,0.0,26.0,0.0,0.0
7948,gene:Minc3s01573g24823,0.0,0.0,0.0,0.0
7949,gene:Minc3s01573g24824,0.0,0.0,0.0,0.0
7950,gene:Minc3s00836g17921,0.0,0.0,0.0,0.0
7951,gene:Minc3s00836g17922,0.0,0.0,0.0,0.0
7952,gene:Minc3s00836g17923,0.0,0.0,0.0,0.0
7953,gene:Minc3s00836g17924,0.0,2.0,0.0,0.0
7954,gene:Minc3s00836g17925,0.0,0.0,0.0,0.0
7955,gene:Minc3s00836g17926,0.0,0.0,0.0,0.0
7956,gene:Minc3s00836g17927,0.0,0.0,0.0,0.0
7957,gene:Minc3s00836g17928,0.0,0.0,0.0,0.0
7958,gene:Minc3s00836g17929,1.0,0.0,0.0,5.0
7959,gene:Minc3s00836g17930,0.0,0.0,1.0,0.0
7960,gene:Minc3s00836g17931,0.0,0.0,0.0,0.0
7961,gene:Minc3s00836g17932,0.0,0.0,0.0,2.0
7962,gene:Minc3s00836g17933,0.0,0.0,0.0,0.0
7963,gene:Minc3s00836g17934,0.0,0.0,0.0,0.0
7964,gene:Minc3s04461g36331,0.0,0.0,0.0,0.0
7965,gene:Minc3s04461g36332,0.0,0.0,0.0,0.0
7966,gene:Minc3s04461g36333,0.0,0.0,0.0,0.0
7967,gene:Minc3s04461g36334,0.0,0.0,0.0,0.0
7968,gene:Minc3s04461g36335,0.0,0.0,0.0,0.0
7969,gene:Minc3s04461g36336,0.0,0.0,0.0,2.0
7970,gene:Minc3s04258g35866,0.0,0.0,0.0,0.0
7971,gene:Minc3s04258g35867,0.0,0.0,0.0,0.0
7972,gene:Minc3s04258g35868,0.0,0.0,0.0,0.0
7973,gene:Minc3s07526g41235,0.0,0.0,0.0,0.0
7974,gene:Minc3s07526g41236,0.0,0.0,0.0,0.0
7975,gene:Minc3s01274g22358,0.0,0.0,0.0,0.0
7976,gene:Minc3s01274g22359,0.0,5.0,5.0,19.0
7977,gene:Minc3s01274g22360,0.0,0.0,0.0,0.0
7978,gene:Minc3s01274g22361,0.0,0.0,0.0,0.0
7979,gene:Minc3s01274g22362,0.0,0.0,0.0,2.0
7980,gene:Minc3s01274g22363,0.0,0.0,1.0,3.0
7981,gene:Minc3s01274g22364,0.0,0.0,0.0,0.0
7982,gene:Minc3s01274g22365,0.0,0.0,0.0,0.0
7983,gene:Minc3s01274g22366,0.0,0.0,0.0,0.0
7984,gene:Minc3s00684g16039,0.0,0.0,0.0,0.0
7985,gene:Minc3s00684g16040,0.0,0.0,0.0,0.0
7986,gene:Minc3s00684g16041,0.0,0.0,0.0,0.0
7987,gene:Minc3s00684g16042,0.0,0.0,0.0,0.0
7988,gene:Minc3s00684g16043,0.0,4.0,2.0,2.0
7989,gene:Minc3s00684g16044,0.0,1.0,0.0,0.0
7990,gene:Minc3s00684g16045,0.0,1.0,2.0,9.0
7991,gene:Minc3s00684g16046,0.0,0.0,0.0,0.0
7992,gene:Minc3s00684g16047,1.0,3.0,2.0,11.0
7993,gene:Minc3s00684g16048,2.0,0.0,1.0,4.0
7994,gene:Minc3s00684g16049,0.0,0.0,0.0,0.0
7995,gene:Minc3s00684g16050,0.0,0.0,0.0,0.0
7996,gene:Minc3s00684g16051,0.0,0.0,0.0,0.0
7997,gene:Minc3s00684g16052,0.0,0.0,0.0,0.0
7998,gene:Minc3s00684g16053,0.0,0.0,0.0,0.0
7999,gene:Minc3s01783g26275,0.0,0.0,0.0,0.0
8000,gene:Minc3s01783g26276,0.0,0.0,0.0,1.0
8001,gene:Minc3s01783g26277,0.0,0.0,0.0,0.0
8002,gene:Minc3s01783g26278,0.0,0.0,0.0,0.0
8003,gene:Minc3s04151g35610,0.0,0.0,0.0,0.0
8004,gene:Minc3s09125g42953,0.0,0.0,0.0,8.0
8005,gene:Minc3s07883g41648,0.0,0.0,0.0,0.0
8006,gene:Minc3s09845g43583,0.0,0.0,0.0,0.0
8007,gene:Minc3s09525g43288,0.0,1.0,0.0,0.0
8008,gene:Minc3s01302g22602,0.0,0.0,0.0,0.0
8009,gene:Minc3s01302g22603,0.0,0.0,0.0,0.0
8010,gene:Minc3s01302g22604,0.0,0.0,0.0,0.0
8011,gene:Minc3s01302g22605,0.0,0.0,0.0,0.0
8012,gene:Minc3s01158g21253,0.0,2.0,0.0,2.0
8013,gene:Minc3s01158g21254,0.0,0.0,0.0,3.0
8014,gene:Minc3s01158g21255,0.0,0.0,0.0,0.0
8015,gene:Minc3s01158g21256,0.0,0.0,0.0,0.0
8016,gene:Minc3s01158g21257,0.0,0.0,0.0,0.0
8017,gene:Minc3s04543g36505,0.0,0.0,0.0,10.0
8018,gene:Minc3s04798g37022,0.0,1.0,0.0,1.0
8019,gene:Minc3s02508g30381,0.0,0.0,0.0,3.0
8020,gene:Minc3s02508g30382,0.0,0.0,0.0,5.0
8021,gene:Minc3s02508g30383,0.0,0.0,0.0,0.0
8022,gene:Minc3s02508g30384,0.0,0.0,0.0,0.0
8023,gene:Minc3s02508g30385,0.0,0.0,0.0,0.0
8024,gene:Minc3s02723g31352,0.0,0.0,0.0,0.0
8025,gene:Minc3s02723g31353,0.0,0.0,0.0,0.0
8026,gene:Minc3s02723g31354,0.0,1.0,0.0,0.0
8027,gene:Minc3s09693g43453,0.0,0.0,0.0,0.0
8028,gene:Minc3s09693g43454,0.0,0.0,0.0,0.0
8029,gene:Minc3s10057g43758,1.0,0.0,0.0,0.0
8030,gene:Minc3s10057g43759,0.0,0.0,0.0,0.0
8031,gene:Minc3s09323g43118,0.0,0.0,0.0,0.0
8032,gene:Minc3s08788g42599,0.0,0.0,0.0,0.0
8033,gene:Minc3s11845g45191,0.0,0.0,0.0,0.0
8034,gene:Minc3s11845g45190,0.0,1.0,0.0,13.0
8035,gene:Minc3s05431g38233,0.0,2.0,0.0,3.0
8036,gene:Minc3s05431g38234,0.0,0.0,0.0,1.0
8037,gene:Minc3s09079g42906,0.0,0.0,0.0,0.0
8038,gene:Minc3s09079g42907,0.0,0.0,0.0,0.0
8039,gene:Minc3s09835g43576,0.0,0.0,0.0,0.0
8040,gene:Minc3s10669g44259,0.0,0.0,0.0,0.0
8041,gene:Minc3s10669g44260,0.0,0.0,0.0,0.0
8042,gene:Minc3s06681g40168,0.0,0.0,2.0,0.0
8043,gene:Minc3s12086g45349,0.0,3.0,0.0,4.0
8044,gene:Minc3s00275g09179,0.0,0.0,0.0,0.0
8045,gene:Minc3s00275g09180,0.0,1.0,0.0,0.0
8046,gene:Minc3s00275g09181,0.0,2.0,1.0,5.0
8047,gene:Minc3s00275g09182,0.0,0.0,0.0,0.0
8048,gene:Minc3s00275g09183,0.0,0.0,0.0,0.0
8049,gene:Minc3s00275g09184,0.0,0.0,1.0,3.0
8050,gene:Minc3s00275g09185,0.0,0.0,0.0,2.0
8051,gene:Minc3s00275g09186,0.0,0.0,0.0,0.0
8052,gene:Minc3s00275g09187,0.0,0.0,1.0,0.0
8053,gene:Minc3s00275g09188,0.0,0.0,0.0,0.0
8054,gene:Minc3s00275g09189,0.0,0.0,0.0,1.0
8055,gene:Minc3s00275g09190,0.0,2.0,0.0,7.0
8056,gene:Minc3s00275g09191,0.0,8.0,0.0,11.0
8057,gene:Minc3s00275g09192,0.0,0.0,0.0,0.0
8058,gene:Minc3s00275g09193,0.0,0.0,1.0,0.0
8059,gene:Minc3s02058g28014,0.0,0.0,0.0,0.0
8060,gene:Minc3s02058g28015,0.0,0.0,1.0,3.0
8061,gene:Minc3s02058g28016,0.0,0.0,0.0,0.0
8062,gene:Minc3s02058g28017,0.0,0.0,0.0,2.0
8063,gene:Minc3s02058g28018,0.0,0.0,0.0,4.0
8064,gene:Minc3s02058g28019,0.0,0.0,0.0,1.0
8065,gene:Minc3s04778g36982,0.0,0.0,0.0,0.0
8066,gene:Minc3s10353g44012,0.0,0.0,0.0,0.0
8067,gene:Minc3s10353g44013,0.0,0.0,0.0,0.0
8068,gene:Minc3s09288g43081,0.0,0.0,0.0,0.0
8069,gene:Minc3s04576g36581,0.0,1.0,0.0,1.0
8070,gene:Minc3s04576g36582,0.0,0.0,0.0,1.0
8071,gene:Minc3s02323g29459,0.0,0.0,0.0,2.0
8072,gene:Minc3s02323g29460,0.0,1.0,1.0,0.0
8073,gene:Minc3s02323g29461,0.0,0.0,0.0,1.0
8074,gene:Minc3s02323g29462,0.0,0.0,0.0,0.0
8075,gene:Minc3s02323g29463,0.0,0.0,1.0,0.0
8076,gene:Minc3s02884g31954,0.0,0.0,0.0,4.0
8077,gene:Minc3s02884g31955,0.0,0.0,0.0,0.0
8078,gene:Minc3s02884g31956,0.0,0.0,0.0,0.0
8079,gene:Minc3s08877g42704,0.0,0.0,0.0,0.0
8080,gene:Minc3s00961g19316,0.0,0.0,0.0,5.0
8081,gene:Minc3s00961g19317,0.0,2.0,0.0,2.0
8082,gene:Minc3s00961g19318,0.0,1.0,0.0,3.0
8083,gene:Minc3s00961g19319,0.0,2.0,0.0,9.0
8084,gene:Minc3s00961g19320,0.0,0.0,0.0,7.0
8085,gene:Minc3s00961g19321,0.0,0.0,0.0,2.0
8086,gene:Minc3s00961g19322,0.0,0.0,1.0,7.0
8087,gene:Minc3s00961g19323,0.0,0.0,0.0,0.0
8088,gene:Minc3s00961g19324,0.0,0.0,0.0,3.0
8089,gene:Minc3s00961g19325,1.0,0.0,1.0,0.0
8090,gene:Minc3s00961g19326,0.0,0.0,0.0,0.0
8091,gene:Minc3s03838g34950,0.0,1.0,0.0,2.0
8092,gene:Minc3s03838g34951,0.0,0.0,0.0,1.0
8093,gene:Minc3s08160g41957,0.0,0.0,0.0,0.0
8094,gene:Minc3s08160g41958,0.0,0.0,0.0,0.0
8095,gene:Minc3s08160g41959,0.0,0.0,0.0,0.0
8096,gene:Minc3s06317g39657,0.0,0.0,0.0,0.0
8097,gene:Minc3s00977g19492,0.0,0.0,0.0,0.0
8098,gene:Minc3s00977g19493,0.0,0.0,0.0,0.0
8099,gene:Minc3s00977g19494,0.0,0.0,1.0,1.0
8100,gene:Minc3s00977g19495,0.0,2.0,0.0,0.0
8101,gene:Minc3s00977g19496,0.0,0.0,0.0,0.0
8102,gene:Minc3s00977g19497,0.0,0.0,0.0,0.0
8103,gene:Minc3s00977g19498,0.0,0.0,0.0,0.0
8104,gene:Minc3s01503g24318,0.0,0.0,0.0,2.0
8105,gene:Minc3s01503g24319,0.0,0.0,0.0,0.0
8106,gene:Minc3s01503g24320,0.0,0.0,0.0,2.0
8107,gene:Minc3s01503g24321,0.0,0.0,0.0,1.0
8108,gene:Minc3s01503g24322,1.0,0.0,0.0,3.0
8109,gene:Minc3s01503g24323,0.0,0.0,0.0,0.0
8110,gene:Minc3s01503g24324,0.0,0.0,0.0,0.0
8111,gene:Minc3s01503g24325,0.0,0.0,0.0,0.0
8112,gene:Minc3s04302g35985,0.0,0.0,0.0,1.0
8113,gene:Minc3s04302g35986,0.0,0.0,0.0,4.0
8114,gene:Minc3s04302g35987,0.0,1.0,1.0,3.0
8115,gene:Minc3s10041g43741,0.0,0.0,0.0,0.0
8116,gene:Minc3s04965g37343,0.0,0.0,0.0,0.0
8117,gene:Minc3s04965g37344,0.0,0.0,0.0,0.0
8118,gene:Minc3s04980g37375,0.0,0.0,0.0,7.0
8119,gene:Minc3s05960g39093,0.0,0.0,0.0,0.0
8120,gene:Minc3s05960g39094,0.0,1.0,0.0,0.0
8121,gene:Minc3s05960g39095,0.0,0.0,0.0,0.0
8122,gene:Minc3s05960g39096,0.0,0.0,0.0,0.0
8123,gene:Minc3s05157g37692,0.0,0.0,0.0,4.0
8124,gene:Minc3s05157g37693,0.0,0.0,0.0,1.0
8125,gene:Minc3s10212g43893,0.0,0.0,0.0,0.0
8126,gene:Minc3s02729g31369,0.0,0.0,0.0,0.0
8127,gene:Minc3s02729g31370,0.0,0.0,0.0,0.0
8128,gene:Minc3s02729g31371,0.0,0.0,0.0,0.0
8129,gene:Minc3s02729g31372,0.0,0.0,0.0,1.0
8130,gene:Minc3s02729g31373,1.0,0.0,0.0,4.0
8131,gene:Minc3s02729g31374,0.0,2.0,2.0,2.0
8132,gene:Minc3s02729g31375,0.0,1.0,6.0,2.0
8133,gene:Minc3s02729g31376,0.0,0.0,0.0,0.0
8134,gene:Minc3s02302g29331,0.0,0.0,0.0,0.0
8135,gene:Minc3s02302g29332,0.0,0.0,1.0,0.0
8136,gene:Minc3s02302g29333,0.0,2.0,0.0,7.0
8137,gene:Minc3s02302g29334,0.0,0.0,0.0,0.0
8138,gene:Minc3s02302g29335,0.0,0.0,0.0,0.0
8139,gene:Minc3s02302g29336,0.0,3.0,0.0,2.0
8140,gene:Minc3s02779g31536,0.0,0.0,0.0,6.0
8141,gene:Minc3s02779g31537,0.0,0.0,0.0,0.0
8142,gene:Minc3s02779g31538,0.0,0.0,0.0,10.0
8143,gene:Minc3s02779g31539,0.0,19.0,0.0,0.0
8144,gene:Minc3s06942g40517,0.0,0.0,0.0,0.0
8145,gene:Minc3s06942g40518,0.0,0.0,0.0,0.0
8146,gene:Minc3s06367g39728,0.0,0.0,0.0,0.0
8147,gene:Minc3s06367g39729,0.0,0.0,0.0,0.0
8148,gene:Minc3s02048g27968,0.0,0.0,0.0,2.0
8149,gene:Minc3s02048g27969,0.0,0.0,0.0,0.0
8150,gene:Minc3s02048g27970,0.0,0.0,0.0,5.0
8151,gene:Minc3s02048g27971,0.0,0.0,0.0,0.0
8152,gene:Minc3s02048g27972,0.0,0.0,0.0,0.0
8153,gene:Minc3s02048g27973,2.0,0.0,3.0,3.0
8154,gene:Minc3s02048g27974,0.0,0.0,0.0,0.0
8155,gene:Minc3s02048g27975,0.0,1.0,1.0,5.0
8156,gene:Minc3s02048g27976,0.0,0.0,0.0,1.0
8157,gene:Minc3s03477g33955,0.0,0.0,0.0,0.0
8158,gene:Minc3s03477g33956,0.0,0.0,0.0,0.0
8159,gene:Minc3s06390g39761,0.0,0.0,2.0,0.0
8160,gene:Minc3s06390g39762,2.0,5.0,4.0,14.0
8161,gene:Minc3s01594g24981,0.0,1.0,0.0,0.0
8162,gene:Minc3s01594g24982,0.0,0.0,0.0,0.0
8163,gene:Minc3s01594g24983,0.0,0.0,0.0,0.0
8164,gene:Minc3s01594g24984,0.0,0.0,0.0,0.0
8165,gene:Minc3s01594g24985,0.0,0.0,0.0,0.0
8166,gene:Minc3s01594g24986,0.0,0.0,0.0,0.0
8167,gene:Minc3s01594g24987,0.0,0.0,0.0,0.0
8168,gene:Minc3s01594g24988,0.0,3.0,0.0,0.0
8169,gene:Minc3s01594g24989,0.0,0.0,0.0,0.0
8170,gene:Minc3s06592g40037,0.0,1.0,0.0,2.0
8171,gene:Minc3s06592g40038,0.0,0.0,0.0,0.0
8172,gene:Minc3s03839g34952,0.0,0.0,0.0,0.0
8173,gene:Minc3s09409g43176,0.0,0.0,0.0,0.0
8174,gene:Minc3s09409g43177,0.0,0.0,0.0,0.0
8175,gene:Minc3s07325g40991,0.0,0.0,0.0,0.0
8176,gene:Minc3s07325g40992,0.0,1.0,1.0,7.0
8177,gene:Minc3s03011g32425,0.0,0.0,0.0,0.0
8178,gene:Minc3s03011g32426,0.0,0.0,0.0,0.0
8179,gene:Minc3s03011g32427,0.0,0.0,1.0,11.0
8180,gene:Minc3s10440g44091,0.0,0.0,0.0,0.0
8181,gene:Minc3s10440g44092,0.0,0.0,0.0,0.0
8182,gene:Minc3s04094g35461,0.0,0.0,0.0,1.0
8183,gene:Minc3s04094g35462,0.0,3.0,1.0,4.0
8184,gene:Minc3s02186g28747,0.0,0.0,0.0,1.0
8185,gene:Minc3s02186g28748,0.0,1.0,2.0,2.0
8186,gene:Minc3s03357g33605,0.0,0.0,0.0,0.0
8187,gene:Minc3s03357g33606,0.0,0.0,0.0,0.0
8188,gene:Minc3s03357g33607,0.0,1.0,2.0,0.0
8189,gene:Minc3s03357g33608,0.0,0.0,0.0,1.0
8190,gene:Minc3s03357g33609,0.0,0.0,0.0,0.0
8191,gene:Minc3s03357g33610,0.0,0.0,0.0,0.0
8192,gene:Minc3s04097g35469,0.0,0.0,0.0,0.0
8193,gene:Minc3s04097g35470,0.0,0.0,2.0,0.0
8194,gene:Minc3s06735g40243,0.0,0.0,0.0,0.0
8195,gene:Minc3s06735g40244,0.0,1.0,2.0,5.0
8196,gene:Minc3s06735g40245,0.0,0.0,0.0,5.0
8197,gene:Minc3s04558g36535,0.0,0.0,0.0,0.0
8198,gene:Minc3s04558g36536,0.0,0.0,0.0,0.0
8199,gene:Minc3s04558g36537,0.0,1.0,0.0,0.0
8200,gene:Minc3s04558g36538,0.0,0.0,0.0,0.0
8201,gene:Minc3s03399g33733,0.0,0.0,0.0,0.0
8202,gene:Minc3s03399g33734,0.0,0.0,0.0,0.0
8203,gene:Minc3s03399g33735,0.0,0.0,0.0,0.0
8204,gene:Minc3s04095g35463,0.0,0.0,0.0,0.0
8205,gene:Minc3s04095g35464,0.0,0.0,1.0,3.0
8206,gene:Minc3s04095g35465,0.0,0.0,0.0,1.0
8207,gene:Minc3s04095g35466,0.0,0.0,0.0,0.0
8208,gene:Minc3s04095g35467,0.0,0.0,0.0,0.0
8209,gene:Minc3s03043g32543,0.0,0.0,0.0,0.0
8210,gene:Minc3s03043g32545,0.0,0.0,0.0,0.0
8211,gene:Minc3s03043g32544,0.0,0.0,1.0,0.0
8212,gene:Minc3s03043g32546,0.0,0.0,0.0,0.0
8213,gene:Minc3s03029g32490,0.0,0.0,0.0,0.0
8214,gene:Minc3s03029g32491,0.0,0.0,0.0,0.0
8215,gene:Minc3s03029g32492,0.0,0.0,0.0,0.0
8216,gene:Minc3s03029g32493,0.0,0.0,0.0,0.0
8217,gene:Minc3s03029g32494,0.0,0.0,0.0,1.0
8218,gene:Minc3s03029g32495,0.0,0.0,0.0,0.0
8219,gene:Minc3s03029g32496,0.0,0.0,0.0,0.0
8220,gene:Minc3s03029g32497,0.0,0.0,0.0,0.0
8221,gene:Minc3s05564g38440,1.0,0.0,1.0,4.0
8222,gene:Minc3s05564g38441,0.0,0.0,0.0,0.0
8223,gene:Minc3s00134g05647,0.0,0.0,0.0,79.0
8224,gene:Minc3s00134g05648,0.0,0.0,0.0,0.0
8225,gene:Minc3s00134g05649,0.0,0.0,0.0,0.0
8226,gene:Minc3s00134g05650,0.0,0.0,0.0,0.0
8227,gene:Minc3s00134g05651,0.0,0.0,0.0,0.0
8228,gene:Minc3s00134g05652,0.0,0.0,0.0,0.0
8229,gene:Minc3s00134g05653,0.0,0.0,0.0,0.0
8230,gene:Minc3s00134g05654,0.0,0.0,0.0,0.0
8231,gene:Minc3s00134g05655,0.0,0.0,0.0,0.0
8232,gene:Minc3s00134g05656,0.0,0.0,0.0,0.0
8233,gene:Minc3s00134g05657,0.0,0.0,0.0,0.0
8234,gene:Minc3s00134g05658,0.0,1.0,0.0,0.0
8235,gene:Minc3s00134g05659,0.0,0.0,0.0,0.0
8236,gene:Minc3s00134g05660,0.0,0.0,0.0,0.0
8237,gene:Minc3s03924g35146,0.0,0.0,0.0,0.0
8238,gene:Minc3s09395g43169,0.0,0.0,0.0,0.0
8239,gene:Minc3s09395g43170,0.0,0.0,0.0,0.0
8240,gene:Minc3s06531g39955,0.0,0.0,0.0,0.0
8241,gene:Minc3s05608g38515,0.0,0.0,0.0,0.0
8242,gene:Minc3s01765g26138,0.0,0.0,0.0,3.0
8243,gene:Minc3s01765g26139,0.0,0.0,0.0,0.0
8244,gene:Minc3s01765g26140,0.0,0.0,0.0,0.0
8245,gene:Minc3s01765g26141,0.0,4.0,4.0,10.0
8246,gene:Minc3s01765g26142,0.0,0.0,0.0,0.0
8247,gene:Minc3s01765g26143,0.0,0.0,0.0,1.0
8248,gene:Minc3s10938g44480,0.0,0.0,0.0,0.0
8249,gene:Minc3s10938g44481,0.0,0.0,0.0,0.0
8250,gene:Minc3s10938g44482,0.0,0.0,0.0,0.0
8251,gene:Minc3s10938g44483,0.0,0.0,0.0,0.0
8252,gene:Minc3s09928g43651,0.0,0.0,0.0,0.0
8253,gene:Minc3s09928g43652,0.0,0.0,0.0,0.0
8254,gene:Minc3s05371g38122,0.0,0.0,0.0,0.0
8255,gene:Minc3s09102g42921,0.0,0.0,0.0,2.0
8256,gene:Minc3s09102g42922,0.0,1.0,0.0,0.0
8257,gene:Minc3s06872g40424,0.0,0.0,0.0,1.0
8258,gene:Minc3s10520g44142,0.0,0.0,0.0,0.0
8259,gene:Minc3s03650g34423,0.0,0.0,2.0,0.0
8260,gene:Minc3s03650g34424,0.0,0.0,0.0,0.0
8261,gene:Minc3s03650g34425,0.0,0.0,0.0,0.0
8262,gene:Minc3s03650g34426,0.0,0.0,0.0,0.0
8263,gene:Minc3s03650g34427,0.0,0.0,0.0,2.0
8264,gene:Minc3s03650g34428,0.0,0.0,0.0,0.0
8265,gene:Minc3s03650g34429,0.0,0.0,0.0,0.0
8266,gene:Minc3s09766g43515,0.0,0.0,0.0,0.0
8267,gene:Minc3s05975g39119,0.0,0.0,0.0,0.0
8268,gene:Minc3s05975g39120,0.0,0.0,2.0,2.0
8269,gene:Minc3s03962g35203,0.0,0.0,0.0,0.0
8270,gene:Minc3s08205g42015,0.0,0.0,0.0,2.0
8271,gene:Minc3s07935g41710,0.0,0.0,0.0,0.0
8272,gene:Minc3s07935g41711,0.0,2.0,0.0,0.0
8273,gene:Minc3s07935g41712,0.0,0.0,0.0,0.0
8274,gene:Minc3s01035g20059,0.0,0.0,1.0,2.0
8275,gene:Minc3s01035g20060,0.0,0.0,0.0,0.0
8276,gene:Minc3s01035g20061,0.0,0.0,0.0,0.0
8277,gene:Minc3s01035g20062,0.0,0.0,0.0,0.0
8278,gene:Minc3s01035g20063,0.0,0.0,0.0,0.0
8279,gene:Minc3s01035g20064,0.0,0.0,0.0,0.0
8280,gene:Minc3s01035g20065,0.0,0.0,0.0,0.0
8281,gene:Minc3s01035g20066,0.0,0.0,0.0,0.0
8282,gene:Minc3s01035g20067,0.0,0.0,0.0,0.0
8283,gene:Minc3s01035g20068,0.0,1.0,0.0,2.0
8284,gene:Minc3s01035g20069,0.0,2.0,0.0,15.0
8285,gene:Minc3s01035g20070,0.0,0.0,0.0,0.0
8286,gene:Minc3s01035g20071,0.0,0.0,1.0,11.0
8287,gene:Minc3s01035g20072,0.0,3.0,0.0,1.0
8288,gene:Minc3s06639g40107,0.0,0.0,0.0,0.0
8289,gene:Minc3s06639g40108,0.0,0.0,0.0,0.0
8290,gene:Minc3s10213g43894,0.0,0.0,0.0,0.0
8291,gene:Minc3s11153g44666,0.0,0.0,0.0,0.0
8292,gene:Minc3s04089g35447,0.0,0.0,0.0,0.0
8293,gene:Minc3s03526g34095,0.0,0.0,0.0,0.0
8294,gene:Minc3s03526g34096,0.0,0.0,0.0,0.0
8295,gene:Minc3s03526g34097,0.0,0.0,0.0,0.0
8296,gene:Minc3s08893g42725,0.0,0.0,0.0,0.0
8297,gene:Minc3s03085g32710,0.0,0.0,0.0,0.0
8298,gene:Minc3s03085g32711,0.0,0.0,0.0,0.0
8299,gene:Minc3s03085g32712,0.0,0.0,0.0,0.0
8300,gene:Minc3s02393g29825,0.0,3.0,1.0,8.0
8301,gene:Minc3s02393g29826,0.0,0.0,0.0,4.0
8302,gene:Minc3s02393g29827,0.0,1.0,0.0,12.0
8303,gene:Minc3s02393g29828,0.0,0.0,1.0,3.0
8304,gene:Minc3s02393g29829,0.0,0.0,0.0,2.0
8305,gene:Minc3s02393g29830,0.0,1.0,0.0,0.0
8306,gene:Minc3s01697g25690,3.0,4.0,8.0,56.0
8307,gene:Minc3s01697g25691,0.0,1.0,0.0,0.0
8308,gene:Minc3s01697g25692,0.0,1.0,0.0,0.0
8309,gene:Minc3s01697g25693,0.0,0.0,0.0,0.0
8310,gene:Minc3s01697g25694,0.0,0.0,2.0,0.0
8311,gene:Minc3s01697g25695,0.0,0.0,0.0,0.0
8312,gene:Minc3s01697g25696,0.0,0.0,0.0,0.0
8313,gene:Minc3s01697g25697,0.0,0.0,0.0,0.0
8314,gene:Minc3s01697g25698,0.0,0.0,0.0,0.0
8315,gene:Minc3s01697g25699,0.0,0.0,2.0,10.0
8316,gene:Minc3s01697g25700,0.0,0.0,0.0,0.0
8317,gene:Minc3s01697g25701,0.0,4.0,0.0,0.0
8318,gene:Minc3s01697g25702,0.0,0.0,0.0,0.0
8319,gene:Minc3s04792g37006,0.0,0.0,0.0,0.0
8320,gene:Minc3s04792g37007,0.0,0.0,3.0,1.0
8321,gene:Minc3s02046g27956,0.0,2.0,0.0,0.0
8322,gene:Minc3s02046g27957,0.0,0.0,0.0,0.0
8323,gene:Minc3s02046g27958,0.0,0.0,1.0,9.0
8324,gene:Minc3s02046g27959,0.0,0.0,1.0,2.0
8325,gene:Minc3s02046g27960,0.0,4.0,0.0,4.0
8326,gene:Minc3s02046g27961,0.0,0.0,0.0,0.0
8327,gene:Minc3s02046g27962,0.0,0.0,1.0,0.0
8328,gene:Minc3s02046g27963,0.0,0.0,1.0,4.0
8329,gene:Minc3s04549g36515,0.0,0.0,0.0,0.0
